iter	Passed	Remaining
1671	15570	3054
1672	15580	3045
1673	15590	3036
1674	15600	3026
1675	15609	3017
1676	15619	3008
1677	15630	2999
1678	15639	2990
1679	15648	2980
1680	15658	2971
1681	15667	2962
1682	15677	2952
1683	15687	2943
1684	15699	2934
1685	15710	2925
1686	15720	2916
1687	15731	2907
1688	15741	2898
1689	15750	2889
1690	15759	2879
1691	15768	2870
1692	15776	2860
1693	15786	2851
1694	15795	2842
1695	15804	2832
1696	15814	2823
1697	15823	2814
1698	15833	2805
1699	15841	2795
1700	15851	2786
1701	15860	2777
1702	15870	2767
1703	15879	2758
1704	15888	2749
1705	15898	2739
1706	15908	2730
1707	15918	2721
1708	15927	2712
1709	15937	2702
1710	15947	2693
1711	15958	2684
1712	15970	2675
1713	15980	2666
1714	15990	2657
1715	16000	2648
1716	16009	2638
1717	16017	2629
1718	16026	2619
1719	16035	2610
1720	16047	2601
1721	16059	2592
1722	16074	2584
1723	16087	2575
1724	16100	2566
1725	16115	2558
1726	16128	2549
1727	16142	2540
1728	16156	2532
1729	16169	2523
1730	16182	2514
1731	16196	2506
1732	16205	2496
1733	16214	2487
1734	16223	2477
1735	16232	2468
1736	16240	2459
1737	16249	2449
1738	16257	2440
1739	16266	2430
1740	16275	2421
1741	16284	2411
1742	16293	2402
1743	16301	2392
1744	16310	2383
1745	16319	2374
1746	16327	2364
1747	16335	2355
1748	16344	2345
1749	16354	2336
1750	16363	2326
1751	16371	2317
1752	16379	2307
1753	16387	2298
1754	16397	2289
1755	16405	2279
1756	16413	2270
1757	16422	2260
1758	16430	2251
1759	16439	2241
1760	16447	2232
1761	16455	2222
1762	16464	2213
1763	16472	2203
1764	16481	2194
1765	16489	2184
1766	16498	2175
1767	16506	2166
1768	16514	2156
1769	16523	2147
1770	16532	2137
1771	16540	2128
1772	16549	2118
1773	16559	2109
1774	16568	2100
1775	16576	2090
1776	16586	2081
1777	16594	2072
1778	16603	2062
1779	16613	2053
1780	16620	2043
1781	16628	2034
1782	16637	2024
1783	16645	2015
1784	16653	2005
1785	16661	1996
1786	16669	1986
1787	16678	1977
1788	16686	1968
1789	16694	1958
1790	16702	1949
1791	16709	1939
1792	16717	1929
1793	16724	1920
1794	16732	1910
1795	16739	1901
1796	16746	1891
1797	16753	1882
1798	16760	1872
1799	16768	1863
1800	16776	1853
1801	16785	1844
1802	16792	1834
1803	16800	1825
1804	16809	1815
1805	16816	1806
1806	16825	1797
1807	16832	1787
1808	16842	1778
1809	16851	1768
1810	16859	1759
1811	16867	1750
1812	16875	1740
1813	16883	1731
1814	16891	1721
1815	16899	1712
1816	16906	1702
1817	16914	1693
1818	16922	1683
1819	16930	1674
1820	16937	1664
1821	16944	1655
1822	16952	1645
1823	16959	1636
1824	16968	1627
1825	16975	1617
1826	16983	1608
1827	16992	1598
1828	17001	1589
1829	17009	1580
1830	17017	1570
1831	17025	1561
1832	17033	1551
1833	17041	1542
1834	17049	1533
1835	17056	1523
1836	17064	1514
1837	17072	1504
1838	17079	1495
1839	17088	1485
1840	17095	1476
1841	17103	1467
1842	17111	1457
1843	17118	1448
1844	17126	1438
1845	17134	1429
1846	17141	1419
1847	17149	1410
1848	17157	1401
1849	17164	1391
1850	17172	1382
1851	17180	1372
1852	17188	1363
1853	17197	1354
1854	17205	1344
1855	17213	1335
1856	17220	1326
1857	17228	1316
1858	17235	1307
1859	17243	1297
1860	17251	1288
1861	17259	1279
1862	17266	1269
1863	17275	1260
1864	17282	1251
1865	17291	1241
1866	17298	1232
1867	17306	1222
1868	17314	1213
1869	17321	1204
1870	17329	1194
1871	17337	1185
1872	17344	1176
1873	17352	1166
1874	17359	1157
1875	17366	1147
1876	17375	1138
1877	17382	1129
1878	17390	1119
1879	17397	1110
1880	17404	1101
1881	17413	1091
1882	17421	1082
1883	17428	1073
1884	17435	1063
1885	17442	1054
1886	17450	1044
1887	17458	1035
1888	17465	1026
1889	17472	1016
1890	17479	1007
1891	17486	998
1892	17494	988
1893	17501	979
1894	17508	970
1895	17516	960
1896	17524	951
1897	17531	942
1898	17539	932
1899	17546	923
1900	17553	914
1901	17561	904
1902	17568	895
1903	17576	886
1904	17583	876
1905	17590	867
1906	17597	858
1907	17604	848
1908	17613	839
1909	17621	830
1910	17629	821
1911	17636	811
1912	17645	802
1913	17652	793
1914	17661	783
1915	17668	774
1916	17676	765
1917	17683	756
1918	17690	746
1919	17699	737
1920	17706	728
1921	17713	718
1922	17721	709
1923	17728	700
1924	17753	691
1925	17763	682
1926	17772	673
1927	17780	663
1928	17789	654
1929	17797	645
1930	17806	636
1931	17813	626
1932	17822	617
1933	17830	608
1934	17838	599
1935	17846	589
1936	17853	580
1937	17861	571
1938	17869	562
1939	17876	552
1940	17883	543
1941	17890	534
1942	17898	525
1943	17905	515
1944	17913	506
1945	17920	497
1946	17927	488
1947	17934	478
1948	17942	469
1949	17950	460
1950	17957	450
1951	17963	441
1952	17971	432
1953	17978	423
1954	17986	414
1955	17993	404
1956	18000	395
1957	18008	386
1958	18015	377
1959	18023	367
1960	18031	358
1961	18039	349
1962	18046	340
1963	18053	330
1964	18060	321
1965	18068	312
1966	18075	303
1967	18082	294
1968	18089	284
1969	18096	275
1970	18104	266
1971	18112	257
1972	18119	247
1973	18125	238
1974	18133	229
1975	18140	220
1976	18148	211
1977	18155	201
1978	18162	192
1979	18169	183
1980	18176	174
1981	18183	165
1982	18191	155
1983	18198	146
1984	18205	137
1985	18212	128
1986	18219	119
1987	18226	110
1988	18234	100
1989	18242	91
1990	18251	82
1991	18259	73
1992	18267	64
1993	18274	54
1994	18282	45
1995	18290	36
1996	18297	27
1997	18305	18
1998	18314	9
1999	18321	0
