iter	Logloss
208	0.3555904923
209	0.3547739585
210	0.3544149957
211	0.3539139265
212	0.3534291365
213	0.352486368
214	0.3520753511
215	0.3515897179
216	0.3513576487
217	0.3508540037
218	0.3505115314
219	0.3502098804
220	0.3497940523
221	0.3494981772
222	0.3491262729
223	0.3483940418
224	0.3480952522
225	0.3477305333
226	0.3473544148
227	0.3469966351
228	0.3466580382
229	0.3463549547
230	0.3460937714
231	0.3458546385
232	0.3456338445
233	0.3453788327
234	0.3449665564
235	0.344666154
236	0.3442372395
237	0.3440271678
238	0.3437273355
239	0.3434776384
240	0.3432255924
241	0.3429233478
242	0.3426611396
243	0.3416753105
244	0.3408582352
245	0.3405078593
246	0.3402356011
247	0.3397913163
248	0.3395688789
249	0.3392775029
250	0.3389270946
251	0.338663956
252	0.3383536285
253	0.3381415307
254	0.3371662562
255	0.3365304778
256	0.3361828399
257	0.3358381688
258	0.3355532082
259	0.3352017185
260	0.3348857729
261	0.3346501829
262	0.3340457617
263	0.3338828464
264	0.3336850663
265	0.3334250961
266	0.3330878164
267	0.3328557334
268	0.3326407613
269	0.3323705131
270	0.332157039
271	0.3319070445
272	0.3316072504
273	0.3314237911
274	0.3310936762
275	0.3308269124
276	0.3305504327
277	0.330147473
278	0.3298850546
279	0.3296165671
280	0.3292871145
281	0.3290420483
282	0.3287552507
283	0.3284836036
284	0.3282261134
285	0.3279120768
286	0.3275756956
287	0.3273313197
288	0.3269565034
289	0.3262845717
290	0.3260119434
291	0.3256852445
292	0.3255340261
293	0.3253790987
294	0.3251778931
295	0.3249391024
296	0.3246804238
297	0.3241835935
298	0.3239455284
299	0.3236921364
300	0.3235114352
301	0.3233127906
302	0.3232194003
303	0.3229956512
304	0.3226929051
305	0.3224244289
306	0.3221682296
307	0.3217812633
308	0.3214916766
309	0.3213056571
310	0.3210762091
311	0.3207222232
312	0.3204698481
313	0.3203256036
314	0.3200768117
315	0.3195626487
316	0.3193308357
317	0.3191816149
318	0.3189886948
319	0.3187324838
320	0.31851452
321	0.3183109026
322	0.3180790484
323	0.3175672796
324	0.3173473448
325	0.3170117228
326	0.3168468873
327	0.3165017439
328	0.3162728867
329	0.3158687152
330	0.315691732
331	0.3151781692
332	0.3150079853
333	0.3147637824
334	0.3146139451
335	0.3141317354
336	0.3139526163
337	0.3137206655
338	0.3135217335
339	0.3131521497
340	0.3129227481
341	0.3126977513
342	0.3124482173
343	0.3122365573
344	0.3120653019
345	0.3119096583
346	0.3115546852
347	0.3113664556
348	0.3110370264
349	0.3108578996
350	0.310288338
351	0.3097525836
352	0.309503783
353	0.3088288537
354	0.3086046131
355	0.3083683351
356	0.308189059
357	0.3078205391
358	0.3070864677
359	0.3066843121
360	0.3065141207
361	0.3063554662
362	0.3059628758
363	0.3056614545
364	0.3054335072
365	0.3050656409
366	0.3048686718
367	0.3047005155
368	0.30440253
369	0.3042647811
370	0.3040539303
371	0.3038506231
372	0.3036835831
373	0.3033383811
374	0.3031572523
375	0.3027907052
376	0.3025009171
377	0.3022852562
378	0.3015444928
379	0.3013482603
380	0.3011694788
381	0.3008949615
382	0.3005839064
383	0.3002861768
384	0.3000680212
385	0.2998308636
386	0.2996503504
387	0.2993810448
388	0.2991982584
389	0.2990426818
390	0.2987223654
391	0.2985474477
392	0.298205111
393	0.2980554824
394	0.297873015
395	0.2974062951
396	0.2971885544
397	0.2969639456
398	0.2967639515
399	0.2966148457
400	0.2962154525
401	0.2960514757
402	0.2957919116
403	0.2956695551
404	0.2954767676
405	0.2952492932
406	0.2949511578
407	0.2946516722
408	0.2945006175
409	0.2943401436
410	0.2940949171
411	0.2937195422
412	0.2935769923
413	0.293398729
414	0.2931252134
415	0.2928217536
416	0.2926872452
417	0.2923375058
418	0.2920752134
419	0.2918264426
420	0.2915406529
421	0.2913887449
422	0.2908587002
423	0.2907053465
424	0.2905285383
425	0.2903172477
426	0.2901767257
427	0.2899591596
428	0.2897946353
429	0.2896730837
430	0.2894641764
431	0.288931528
432	0.2887622496
433	0.2886013666
434	0.2884081884
435	0.2881334964
436	0.2879560364
437	0.2877859767
438	0.2875396711
439	0.2873456243
440	0.2872064171
441	0.2869396718
442	0.2866158756
443	0.286360981
444	0.286172115
445	0.2860240731
446	0.2858590342
447	0.2856672384
448	0.2855061796
449	0.2852361714
450	0.2850921246
451	0.2849581686
452	0.2846262837
453	0.284393855
454	0.2842212946
455	0.2839445712
456	0.2837917381
457	0.2835972361
458	0.2833819712
459	0.283269221
460	0.2831604146
461	0.2830162686
462	0.2828806774
463	0.2827442328
464	0.2826100571
465	0.2824715732
466	0.2823617736
467	0.2821726186
468	0.2819725297
469	0.2818024196
470	0.2816997846
471	0.2815773896
472	0.2811820297
473	0.281055925
474	0.2808800477
475	0.2805957161
476	0.2804764416
477	0.2802625225
478	0.2799242953
479	0.2796879349
480	0.2794287993
481	0.2793178119
482	0.2791290911
483	0.2789806937
484	0.2786902128
485	0.2782575819
486	0.2780724595
487	0.2777563083
488	0.277580359
489	0.277431602
490	0.2772836353
491	0.2771221215
492	0.2769653963
493	0.2768004038
494	0.2766817981
495	0.2763874628
496	0.276266161
497	0.2758541458
498	0.2755851964
499	0.2753871545
500	0.275173161
501	0.2749602151
502	0.274702163
503	0.2743928444
504	0.274103754
505	0.2739410182
506	0.2737028279
507	0.273483405
508	0.2732942855
509	0.2732143512
510	0.2730324936
511	0.27292123
512	0.2727641947
513	0.2726155249
514	0.2724137284
515	0.2722138197
516	0.272061504
517	0.2719495342
518	0.2717804513
519	0.2716921927
520	0.2715821389
521	0.2714433631
522	0.2711782843
523	0.2709751972
524	0.2708695975
525	0.2707239965
526	0.2706133209
527	0.2704362654
528	0.2702875767
529	0.2701499382
530	0.2699751977
531	0.2697315051
532	0.2695506594
533	0.2694003587
534	0.2692467186
535	0.2690320004
536	0.2688807349
537	0.2685741305
538	0.2683693096
539	0.2682022882
540	0.2679758065
541	0.26778678
542	0.2676708771
543	0.2674238037
544	0.2672417714
545	0.2670755907
546	0.2669554566
547	0.2666123027
548	0.2664451667
549	0.2661963796
550	0.2660013989
551	0.2658135523
552	0.2653939802
553	0.2651377469
554	0.2649461003
555	0.2647491766
556	0.2645850215
557	0.2644639295
558	0.2643275109
559	0.264108225
560	0.2638832288
561	0.2636459944
562	0.2634721966
563	0.263292117
564	0.2630605033
565	0.2629457584
566	0.2628424817
567	0.2627016798
568	0.2625984911
569	0.2624474886
570	0.2623065592
571	0.262138598
572	0.2619853736
573	0.2618173094
574	0.2616749507
575	0.2614135846
576	0.2613161781
577	0.2611647035
578	0.2610277245
579	0.2609012174
580	0.2607287807
581	0.2605220624
582	0.2603445633
583	0.2601058513
584	0.2599918074
585	0.2598585928
586	0.2596930266
587	0.2594568519
588	0.2592999347
589	0.2590898353
590	0.2589074099
591	0.2587931935
592	0.2586586215
593	0.2585094009
594	0.2581195633
595	0.2579761529
596	0.2577974391
597	0.2576951172
598	0.2575493667
599	0.2574212032
600	0.2572916514
601	0.2571115616
602	0.2569902227
603	0.2568713973
604	0.2567007537
605	0.2565694817
606	0.2564349505
607	0.2562548636
608	0.2561213956
609	0.2559738723
610	0.255874753
611	0.2556884556
612	0.2555281233
613	0.2552879741
614	0.255024951
615	0.2549228586
616	0.2547018414
617	0.2545922456
618	0.2543891859
619	0.2541753041
620	0.2540365866
621	0.2539041987
622	0.2537139975
623	0.2535809766
624	0.2532928637
625	0.2530584262
626	0.252987147
627	0.2526269883
628	0.2524294387
629	0.2521881279
630	0.252102978
631	0.2519134682
632	0.2517278239
633	0.2516314956
634	0.2514468012
635	0.2512676315
636	0.2511269169
637	0.2508928284
638	0.2507787794
639	0.2506733073
640	0.2505550014
641	0.250361248
642	0.2500705062
643	0.249698356
644	0.2493272213
645	0.249202495
646	0.248994443
647	0.2488678651
648	0.2486634589
649	0.2484653705
650	0.2483010578
651	0.2481622309
652	0.2479756883
653	0.2477931131
654	0.2474162666
655	0.2472683187
656	0.2471370551
657	0.2469854856
658	0.246795171
659	0.2466324023
660	0.2464701997
661	0.246369937
662	0.2462424163
663	0.246105011
664	0.2459209109
665	0.2457977976
666	0.2456736292
667	0.2455734075
668	0.245448012
669	0.2453462105
670	0.2452376437
671	0.2451282907
672	0.2450081067
673	0.2449133911
674	0.2447405068
675	0.2445377167
676	0.2444060883
677	0.2442727056
678	0.2440752298
679	0.2438122843
680	0.2436402868
681	0.2433811364
682	0.2432040884
683	0.2429703918
684	0.2428499911
685	0.2427040297
686	0.2426201262
687	0.2424542623
688	0.2422937869
689	0.2421711043
690	0.2420295277
691	0.2418739568
692	0.2417010553
693	0.2415051464
694	0.2413146272
695	0.2411038232
696	0.2410183696
697	0.2408942755
698	0.2407691451
699	0.2403909844
700	0.2401885145
701	0.2400456092
702	0.2399298684
703	0.239730374
704	0.2395952155
705	0.2394229014
706	0.239125934
707	0.2390304857
708	0.2389234878
709	0.2388056158
710	0.2386355136
711	0.2385070289
712	0.2383048976
713	0.238189938
714	0.2380262257
715	0.2378563164
716	0.2377127649
717	0.2374940036
718	0.237328575
719	0.2371189076
720	0.2369485212
721	0.2367468427
722	0.2365939228
723	0.2364511486
724	0.2363269964
725	0.2360810421
726	0.2357892431
727	0.235644689
728	0.2354758721
729	0.2353405499
730	0.2351923242
731	0.2349899938
732	0.2348571797
733	0.2347574199
734	0.2346509233
735	0.234521098
736	0.2344316269
737	0.2343093651
738	0.2342196925
739	0.2340131765
740	0.2339156032
741	0.2337570109
742	0.2335842744
743	0.2334348091
744	0.2332987511
745	0.2331377126
746	0.2330139728
747	0.2328696099
748	0.2326921224
749	0.2325672385
750	0.2324498713
751	0.2323224755
752	0.2321530375
753	0.2320473121
754	0.231915453
755	0.2317522119
756	0.2316008424
757	0.2314930676
758	0.2313521483
759	0.231202823
760	0.2310800519
761	0.2309249271
762	0.2307966913
763	0.2306895945
764	0.2304726722
765	0.2303804228
766	0.2302613772
767	0.23013233
768	0.2300258937
769	0.2298175242
770	0.229665609
771	0.2294826066
772	0.229346409
773	0.2292146509
774	0.2290128435
775	0.2287920402
776	0.2286566009
777	0.2285027
778	0.2283629193
779	0.2282253166
780	0.2281423837
781	0.2280193384
782	0.2278147991
783	0.2276732333
784	0.2275065851
785	0.2273047184
786	0.2271212591
787	0.2269547286
788	0.2267954684
789	0.2266534616
790	0.2265306527
791	0.2264147384
792	0.2263119386
793	0.2261652272
794	0.2260125919
795	0.2258794453
796	0.2257360721
797	0.2255416695
798	0.2254569706
799	0.2253055855
800	0.2251435209
801	0.2250532483
802	0.2249513004
803	0.2248337588
804	0.2246237739
805	0.2244660256
806	0.2242853539
807	0.2241905914
808	0.2240701272
809	0.2239291021
810	0.223748356
811	0.2235689681
812	0.223421888
813	0.2232221634
814	0.2230973374
815	0.2229265386
816	0.2227634097
817	0.2226339706
818	0.2225183454
819	0.2223881948
820	0.22221737
821	0.2221235469
822	0.221958228
823	0.2218071029
824	0.2216759542
825	0.2215451122
826	0.2214621427
827	0.2213230104
828	0.221134064
829	0.2210079366
830	0.2208575862
831	0.2207813616
832	0.2207003939
833	0.2205348708
834	0.2203864701
835	0.2202075898
836	0.2200556881
837	0.2199361738
838	0.2198401675
839	0.2197351382
840	0.2195730867
841	0.2194201039
842	0.219286428
843	0.2191664571
844	0.2190289991
845	0.218878516
846	0.2187627341
847	0.2186495588
848	0.2185713758
849	0.2184236955
850	0.2182396419
851	0.218148749
852	0.217994901
853	0.2179063585
854	0.2177918769
855	0.2176665222
856	0.217535056
857	0.2173807208
858	0.2172517527
859	0.2171665804
860	0.2170190081
861	0.2168804297
862	0.2167216979
863	0.2166291321
864	0.2164677554
865	0.2163283585
866	0.2162147622
867	0.2160771998
868	0.2159335216
869	0.2157637249
870	0.2155967053
871	0.2154838447
872	0.215345129
873	0.215266493
874	0.2150900307
875	0.2149401235
876	0.2148645581
877	0.2147160155
878	0.2145204641
879	0.2144125244
880	0.2142969493
881	0.21416793
882	0.214029096
883	0.2139602123
884	0.21381816
885	0.2137298229
886	0.2135984668
887	0.2132953691
888	0.2131671543
889	0.2130787132
890	0.2129394486
891	0.2127752441
892	0.2126894666
893	0.212535138
894	0.2124188792
895	0.2122860447
896	0.2121354498
897	0.2120233008
898	0.2119083527
899	0.2118381694
900	0.211705082
901	0.2115687596
902	0.2112893381
903	0.2111129246
904	0.2110015559
905	0.2108967926
906	0.210744221
907	0.2105617602
908	0.2103931307
909	0.2102552901
910	0.2101301402
911	0.2100651633
912	0.2099368928
913	0.2098178399
914	0.2097194655
915	0.2096020955
916	0.2094749382
917	0.2093093741
918	0.2092103621
919	0.2090924045
920	0.2089821583
921	0.2088844545
922	0.2087780077
923	0.2086619798
924	0.2085020169
925	0.2083641624
926	0.2082667321
927	0.2081575069
928	0.2080438048
929	0.2079179157
930	0.207793764
931	0.2076798117
932	0.2076322242
933	0.2072436198
934	0.2070970414
935	0.206992694
936	0.2068902774
937	0.2068003994
938	0.2067042324
939	0.2065770013
940	0.2063197499
941	0.2061996031
942	0.2060440846
943	0.2059319302
944	0.2057818164
945	0.2056660221
946	0.2055811918
947	0.2054467032
948	0.2053349559
949	0.2051954171
950	0.205090309
951	0.2050088301
952	0.2049393498
953	0.2048372523
954	0.2047362758
955	0.2046440694
956	0.2045510054
957	0.2044421636
958	0.2042882657
959	0.2042316736
960	0.2041148919
961	0.2040391326
962	0.203893338
963	0.2037343525
964	0.2036310896
965	0.2035023895
966	0.2034335278
967	0.2033218383
968	0.203252902
969	0.2031690438
970	0.2030657675
971	0.2029022801
972	0.202761921
973	0.2026432037
974	0.2025623133
975	0.2024456536
976	0.2023295742
977	0.2022269818
978	0.2021399458
979	0.2020067669
980	0.2018680841
981	0.2017418561
982	0.2016549183
983	0.2015698782
984	0.2014986638
985	0.2014198377
986	0.2012796582
987	0.2011525241
988	0.2010185953
989	0.2009046513
990	0.2007915196
991	0.2006785031
992	0.2005675974
993	0.2005015815
994	0.2004049711
995	0.2000440229
996	0.1999392444
997	0.1997660215
998	0.1996527426
999	0.1994885519
1000	0.1993613615
1001	0.1990238094
1002	0.1989184475
1003	0.198795206
1004	0.1986624676
1005	0.1985116312
1006	0.1984181001
1007	0.1982947193
1008	0.1981590467
1009	0.1980339962
1010	0.1979149935
1011	0.1977887852
1012	0.1976878716
1013	0.1975305449
1014	0.1974347595
1015	0.1972294031
1016	0.1970596062
1017	0.1969080174
1018	0.1968505546
1019	0.1967687919
1020	0.1966434675
1021	0.1965190174
1022	0.1964448521
1023	0.1963661347
1024	0.1962522839
1025	0.1961300977
1026	0.1960480078
1027	0.1959874877
1028	0.1958586691
1029	0.1957552154
1030	0.1956006427
1031	0.1954609055
1032	0.1953937337
1033	0.1952736152
1034	0.195170576
1035	0.1950691325
1036	0.19495985
1037	0.194891601
1038	0.194782232
1039	0.194704458
1040	0.1945733177
1041	0.1944434813
1042	0.1943391383
1043	0.1942424079
1044	0.1941416879
1045	0.1940569317
1046	0.1939280055
1047	0.1937986834
1048	0.1936842095
1049	0.1934394799
1050	0.1933055045
1051	0.1931825546
1052	0.1930943496
1053	0.1929753746
1054	0.1928753286
1055	0.1927877985
1056	0.1926662185
1057	0.1925611503
1058	0.1924289757
1059	0.1923022009
1060	0.1921854698
1061	0.1921042051
1062	0.1919749773
1063	0.1918748355
1064	0.1917801811
1065	0.1916584538
1066	0.1915113722
1067	0.1914185493
1068	0.1913363914
1069	0.191227919
1070	0.191144289
1071	0.1910605592
1072	0.1909587166
1073	0.1908141724
1074	0.1907207202
1075	0.1906320504
1076	0.1905585103
1077	0.1904764092
1078	0.190423135
1079	0.1903171112
1080	0.1902071386
1081	0.1900737901
1082	0.1899670336
1083	0.1898471053
1084	0.1897890404
1085	0.1896979771
1086	0.1895889094
1087	0.1894990725
1088	0.1894100951
1089	0.189341495
1090	0.1892603917
1091	0.1891783144
1092	0.1890926334
1093	0.1889712
1094	0.18885305
1095	0.1887555027
1096	0.1886904405
1097	0.1886071193
1098	0.188488498
1099	0.1883770773
1100	0.1882618346
1101	0.188142044
1102	0.1880520268
1103	0.1879698024
1104	0.1878328619
1105	0.1877439129
1106	0.1875956011
1107	0.187509399
1108	0.1873342672
1109	0.18724408
1110	0.1871653594
1111	0.18708131
1112	0.1869595637
1113	0.1868422249
1114	0.186768174
1115	0.1866425008
1116	0.1865289379
1117	0.1864533168
1118	0.1863785906
1119	0.1862984091
1120	0.1862028641
1121	0.186102441
1122	0.1860171305
1123	0.1858909764
1124	0.1858042216
1125	0.1857298909
1126	0.1855662876
1127	0.1854553264
1128	0.1853663111
1129	0.1852642997
1130	0.1851972477
1131	0.1851171962
1132	0.1850266083
1133	0.1849293992
1134	0.184837912
1135	0.1847238292
1136	0.1846364302
1137	0.1845031466
1138	0.1844132404
1139	0.1843065546
1140	0.1841963571
1141	0.1840872097
1142	0.1839935481
1143	0.183903277
1144	0.1837775939
1145	0.1837078621
1146	0.1836213442
1147	0.1835322238
1148	0.1834690848
1149	0.1833767976
1150	0.1833029123
1151	0.183222382
1152	0.183127989
1153	0.1830253428
1154	0.1829305203
1155	0.1828351474
1156	0.1827360626
1157	0.18266165
1158	0.1825490869
1159	0.1825015153
1160	0.1824116833
1161	0.1823178895
1162	0.1822225012
1163	0.1821156528
1164	0.1820190944
1165	0.181923757
1166	0.1818275564
1167	0.1817311044
1168	0.1816177747
1169	0.1814935102
1170	0.1814204331
1171	0.1813288812
1172	0.1812545524
1173	0.181136432
1174	0.1810309058
1175	0.1808792684
1176	0.1808172415
1177	0.1807409614
1178	0.1806400511
1179	0.1804077309
1180	0.1803125004
1181	0.1802293648
1182	0.180135458
1183	0.180054067
1184	0.180008325
1185	0.1799336093
1186	0.1798391316
1187	0.1797639653
1188	0.1796692195
1189	0.1795756112
1190	0.1794408725
1191	0.1793611004
1192	0.1792796307
1193	0.1792012707
1194	0.1791520993
1195	0.1790522298
1196	0.1789882494
1197	0.1789160018
1198	0.1788428918
1199	0.1787455661
1200	0.1786752422
1201	0.1785784646
1202	0.1784935807
1203	0.1784073074
1204	0.1783022906
1205	0.1781917851
1206	0.1781006951
1207	0.1780199481
1208	0.1779431492
1209	0.1778400493
1210	0.1777384368
1211	0.1776784614
1212	0.1775721498
1213	0.177474761
1214	0.1773939377
1215	0.1773239838
1216	0.177241946
1217	0.1771377793
1218	0.1770669552
1219	0.1769541741
1220	0.1768394236
1221	0.1767683815
1222	0.1766754648
1223	0.176615882
1224	0.1765424244
1225	0.1764703834
1226	0.1763816143
1227	0.1763113125
1228	0.1762245704
1229	0.1761505806
1230	0.1760570012
1231	0.1759375567
1232	0.1758728191
1233	0.1757514956
1234	0.1756585224
1235	0.1756146763
1236	0.1754947632
1237	0.1754004898
1238	0.1753339263
1239	0.1752589561
1240	0.1751987177
1241	0.1750724282
1242	0.1749552954
1243	0.1748546441
1244	0.1747615507
1245	0.1746471001
1246	0.1745416406
1247	0.1744578232
1248	0.1743814038
1249	0.1742600347
1250	0.1741983175
1251	0.1740743643
1252	0.173966808
1253	0.1738727155
1254	0.1738207746
1255	0.1737548074
1256	0.1736863149
1257	0.1735657263
1258	0.1734668141
1259	0.1733746448
1260	0.1733052628
1261	0.1732049682
1262	0.1731394632
1263	0.1730779205
1264	0.1730044516
1265	0.1729304274
1266	0.1728534856
1267	0.1727539007
1268	0.1726634072
1269	0.1726043232
1270	0.1725009618
1271	0.1724198088
1272	0.172362538
1273	0.1722984248
1274	0.1722077108
1275	0.1721210669
1276	0.1720367215
1277	0.1719733824
1278	0.1719020313
1279	0.1718461092
1280	0.1717701133
1281	0.1716598098
1282	0.1716130512
1283	0.1715573453
1284	0.1714483214
1285	0.1713980956
1286	0.1713215163
1287	0.1712641305
1288	0.1711793605
1289	0.1711225683
1290	0.1710525749
1291	0.1709648053
1292	0.1708731163
1293	0.1707960338
1294	0.1707185162
1295	0.1706359155
1296	0.1705728423
1297	0.170518653
1298	0.1704249671
1299	0.1703452431
1300	0.170249585
1301	0.1701925841
1302	0.1701214706
1303	0.1700236827
1304	0.1699263642
1305	0.1698290738
1306	0.1697802706
1307	0.1697256324
1308	0.1696131008
1309	0.1695316884
1310	0.1694712165
1311	0.1694187821
1312	0.1693567469
1313	0.1692603788
1314	0.1691613717
1315	0.169054904
1316	0.1689389322
1317	0.168854317
1318	0.1687758312
1319	0.168714757
1320	0.1686706715
1321	0.16859996
1322	0.1685175563
1323	0.1684330339
1324	0.1683769204
1325	0.1683054297
1326	0.1682421885
1327	0.1681264379
1328	0.1680589907
1329	0.1679801902
1330	0.1679055274
1331	0.1678415711
1332	0.1677711802
1333	0.1676823835
1334	0.1675622538
1335	0.1674794086
1336	0.1674246242
1337	0.1673652518
1338	0.167278656
1339	0.1671861685
1340	0.1671035916
1341	0.1670320381
1342	0.1669557635
1343	0.1668738955
1344	0.166788104
1345	0.16673206
1346	0.1666394848
1347	0.1665897955
1348	0.1665191801
1349	0.1664506442
1350	0.1663693975
1351	0.1663089837
1352	0.1662248238
1353	0.1661632113
1354	0.1660929314
1355	0.1660330976
1356	0.1659679559
1357	0.165895362
1358	0.1658081332
1359	0.1657203949
1360	0.1656283135
1361	0.1655519216
1362	0.165457628
1363	0.1654021141
1364	0.1652862204
1365	0.1652338334
1366	0.1651483079
1367	0.1650480092
1368	0.1649752259
1369	0.1649297689
1370	0.1648484713
1371	0.1647342997
1372	0.1646622185
1373	0.1645548008
1374	0.1644856886
1375	0.1644194747
1376	0.1643247312
1377	0.1642588164
1378	0.1641619295
1379	0.1640742288
1380	0.1639916752
1381	0.1638731228
1382	0.1638160489
1383	0.1637534194
1384	0.1636627405
1385	0.1635498566
1386	0.1635022134
1387	0.1634318067
1388	0.1633429146
1389	0.1632830846
1390	0.163213387
1391	0.1631282498
1392	0.1630670528
1393	0.1630142728
1394	0.1629580438
1395	0.1628783759
1396	0.1627924589
1397	0.1627290081
1398	0.1626743228
1399	0.1626257083
1400	0.1625268384
1401	0.1624618026
1402	0.1623676996
1403	0.1622714062
1404	0.1622068632
1405	0.1621399451
1406	0.1620728387
1407	0.1619744452
1408	0.1619151477
1409	0.1618350754
1410	0.1617687212
1411	0.1617076302
1412	0.161636522
1413	0.1615205954
1414	0.1614556469
1415	0.1613521267
1416	0.1612690605
1417	0.1611592205
1418	0.1611111413
1419	0.1610639385
1420	0.1610060782
1421	0.1609509495
1422	0.160891031
1423	0.1607996902
1424	0.1607072737
1425	0.1605992389
1426	0.1604962221
1427	0.160420277
1428	0.1603196175
1429	0.1602267241
1430	0.1601689383
1431	0.1600939058
1432	0.16003114
1433	0.1599740121
1434	0.1598999924
1435	0.1598247953
1436	0.1597666989
1437	0.159668564
1438	0.1596161581
1439	0.1595511515
1440	0.1594801344
1441	0.1593931488
1442	0.1593338339
1443	0.1592627574
1444	0.1591759825
1445	0.1591074013
1446	0.1590316909
1447	0.1589750112
1448	0.1588838732
1449	0.1588202607
1450	0.1587291908
1451	0.1586472101
1452	0.1585787818
1453	0.1585286338
1454	0.1584660319
1455	0.1584097485
1456	0.1583574524
1457	0.1582952959
1458	0.1582261978
1459	0.1581234606
1460	0.1580652193
1461	0.158003226
1462	0.1579038361
1463	0.1578640185
1464	0.1578095243
1465	0.1577558581
1466	0.1576798272
1467	0.1576271457
1468	0.1575555967
1469	0.1574843154
1470	0.1573888363
1471	0.1573350579
1472	0.1572596104
1473	0.1571772078
1474	0.1570785736
1475	0.156998077
1476	0.156929452
1477	0.1568647093
1478	0.1567991311
1479	0.1567206241
1480	0.1566677285
1481	0.1566119012
1482	0.1565361549
1483	0.156465541
1484	0.156379444
1485	0.1563138207
1486	0.1562323045
1487	0.1561860152
1488	0.1561396038
1489	0.1560622613
1490	0.1559951279
1491	0.1559429627
1492	0.1558904156
1493	0.1558557934
1494	0.155790915
1495	0.1556967185
1496	0.1556416118
1497	0.1555713492
1498	0.1554917661
1499	0.1554236527
1500	0.1553793446
1501	0.1553018133
1502	0.1552281703
1503	0.1551779857
1504	0.1550986785
1505	0.1550202003
1506	0.15495114
1507	0.1548841909
1508	0.1548354544
1509	0.1547894872
1510	0.1547082743
1511	0.1546210199
1512	0.1545032469
