iter	Logloss
1513	0.1544576484
1514	0.1544029319
1515	0.1543562293
1516	0.1542717756
1517	0.1541959358
1518	0.1541544673
1519	0.154103722
1520	0.1540160282
1521	0.1539550936
1522	0.1539008368
1523	0.1538399586
1524	0.1537785934
1525	0.1537007813
1526	0.1536289305
1527	0.1535673624
1528	0.1534945135
1529	0.1534273133
1530	0.1533469623
1531	0.1532998212
1532	0.1532571913
1533	0.153182956
1534	0.1531275069
1535	0.1530413424
1536	0.1529690404
1537	0.1528896487
1538	0.1527810981
1539	0.1526800316
1540	0.1526081828
1541	0.1525404962
1542	0.1524899154
1543	0.1524381267
1544	0.152388623
1545	0.1523385054
1546	0.1522978802
1547	0.1521947989
1548	0.1520948085
1549	0.1520146061
1550	0.1519544901
1551	0.1518924287
1552	0.1518474624
1553	0.1518017952
1554	0.1517453019
1555	0.1516819838
1556	0.1516208565
1557	0.151539328
1558	0.1514878181
1559	0.1514212234
1560	0.1513591063
1561	0.1512626192
1562	0.1511685067
1563	0.1511065701
1564	0.1510062245
1565	0.1509226304
1566	0.1508379633
1567	0.1507512377
1568	0.150655088
1569	0.1506000042
1570	0.150532389
1571	0.1504511622
1572	0.1503741956
1573	0.1502857028
1574	0.1502270945
1575	0.1501635518
1576	0.1501053683
1577	0.1500653452
1578	0.1500141367
1579	0.1499488031
1580	0.1498798288
1581	0.1498004897
1582	0.14973959
1583	0.1496841587
1584	0.1496094767
1585	0.1495329035
1586	0.1495021489
1587	0.1494789672
1588	0.1494104208
1589	0.1493624999
1590	0.1493058542
1591	0.1492460635
1592	0.1491764139
1593	0.1491015255
1594	0.1490128798
1595	0.1489676152
1596	0.1488965083
1597	0.1488539655
1598	0.1488041446
1599	0.1487706974
1600	0.148723497
1601	0.1486718468
1602	0.1485926177
1603	0.1485503106
1604	0.1485013724
1605	0.148384
1606	0.1483295224
1607	0.1482880206
1608	0.1482276864
1609	0.1481486373
1610	0.1480403662
1611	0.1479627615
1612	0.1479060777
1613	0.1478044203
1614	0.147746446
1615	0.147682044
1616	0.1476386668
1617	0.1475596619
1618	0.1474934871
1619	0.1474394633
1620	0.1473763967
1621	0.1473250551
1622	0.1472428141
1623	0.1471998188
1624	0.1471228676
1625	0.1470527184
1626	0.1470051289
1627	0.1469184042
1628	0.1468423866
1629	0.1467565817
1630	0.1466876193
1631	0.1466161292
1632	0.1465533616
1633	0.1464557625
1634	0.1463760635
1635	0.1463400647
1636	0.1462460745
1637	0.146175554
1638	0.1461276711
1639	0.1460527392
1640	0.1460288988
1641	0.1459502775
1642	0.1458762399
1643	0.1458032803
1644	0.145708832
1645	0.145642981
1646	0.1455891098
1647	0.1455313889
1648	0.1454658199
1649	0.145422311
1650	0.1453622028
1651	0.1452964261
1652	0.1452382341
1653	0.1451597623
1654	0.1451160318
1655	0.1450235837
1656	0.1449405622
1657	0.1448540249
1658	0.1447980469
1659	0.1447413455
1660	0.1446637149
1661	0.144589273
1662	0.1445097233
1663	0.1444498033
1664	0.1443713435
1665	0.1443294128
1666	0.1442696068
1667	0.1442271519
1668	0.1441578275
1669	0.1440977451
1670	0.1440327525
1671	0.143985822
1672	0.1439239253
1673	0.1438377538
1674	0.1437944691
1675	0.1437352395
1676	0.1436530765
1677	0.1435802749
1678	0.1435236719
1679	0.1434574427
1680	0.1434157396
1681	0.1433717636
1682	0.1433285729
1683	0.1432618457
1684	0.143194804
1685	0.143140635
1686	0.1431041019
1687	0.1430488303
1688	0.1430057057
1689	0.1429229076
1690	0.1428983164
1691	0.1428353004
1692	0.1427765443
1693	0.1426808884
1694	0.1426058573
1695	0.142511662
1696	0.1424500157
1697	0.1423793769
1698	0.142296432
1699	0.1422234471
1700	0.1421791837
1701	0.1421247215
1702	0.1420667052
1703	0.1419999859
1704	0.1419517572
1705	0.1419121534
1706	0.1418519214
1707	0.1417781039
1708	0.1417235617
1709	0.1416621831
1710	0.1415899727
1711	0.1415122288
1712	0.1414570826
1713	0.1414129287
1714	0.1413713405
1715	0.1413326851
1716	0.1412573978
1717	0.1411932675
1718	0.1411236601
1719	0.1410668299
1720	0.1410125972
1721	0.1409676856
1722	0.1408875921
1723	0.1408366888
1724	0.1407768622
1725	0.1407068444
1726	0.1406314867
1727	0.1405852587
1728	0.1405063516
1729	0.1404279332
1730	0.140340592
1731	0.1403109108
1732	0.1402702218
1733	0.1401939413
1734	0.1400937432
1735	0.1400484407
1736	0.1400029852
1737	0.1399315872
1738	0.1398533023
1739	0.1397779233
1740	0.1397325066
1741	0.1396514554
1742	0.1395967984
1743	0.139535697
1744	0.1394497861
1745	0.1394000888
1746	0.1393427439
1747	0.139294014
1748	0.1392281391
1749	0.1391414036
1750	0.1390800343
1751	0.1390271725
1752	0.1389608652
1753	0.1388971476
1754	0.1388372663
1755	0.138796696
1756	0.1387118801
1757	0.1386568162
1758	0.138607492
1759	0.138539276
1760	0.1384892806
1761	0.1384134786
1762	0.138323123
1763	0.1382741964
1764	0.1382109587
1765	0.1381244003
1766	0.1380481703
1767	0.1379425988
1768	0.1378869431
1769	0.1378227559
1770	0.1377636247
1771	0.1377141286
1772	0.1376335573
1773	0.1375940494
1774	0.1375134526
1775	0.137478312
1776	0.1373872643
1777	0.1373363986
1778	0.1372808448
1779	0.137205797
1780	0.1371687333
1781	0.1371232066
1782	0.1370734192
1783	0.1370030705
1784	0.1369336764
1785	0.1368729962
1786	0.1368020212
1787	0.1367585252
1788	0.1366921427
1789	0.1366300405
1790	0.1365523938
1791	0.1364831507
1792	0.1364259324
1793	0.1363714534
1794	0.1363273334
1795	0.1362678884
1796	0.1362074767
1797	0.1361630747
1798	0.1361202762
1799	0.1360643587
1800	0.1359949759
1801	0.1359129557
1802	0.1358477334
1803	0.135783387
1804	0.1357210298
1805	0.1356696381
1806	0.1355976042
1807	0.1355270139
1808	0.1354644372
1809	0.1353815091
1810	0.1353319996
1811	0.1352728354
1812	0.1352205226
1813	0.135171637
1814	0.1351097964
1815	0.1350785035
1816	0.135024897
1817	0.1349405833
1818	0.1349006561
1819	0.1348695602
1820	0.1348238196
1821	0.1347704548
1822	0.1347351653
1823	0.1346873366
1824	0.1346186511
1825	0.1345833655
1826	0.1345173109
1827	0.1344644399
1828	0.1344029827
1829	0.1343368557
1830	0.1342806957
1831	0.1342063983
1832	0.1341545897
1833	0.1341077489
1834	0.1340371814
1835	0.1339996145
1836	0.1339404276
1837	0.1338576793
1838	0.1337970613
1839	0.1337570799
1840	0.1336975059
1841	0.1336394237
1842	0.1335654625
1843	0.1335010376
1844	0.1334731228
1845	0.1334281376
1846	0.1333927866
1847	0.1333142161
1848	0.1332547124
1849	0.1331848697
1850	0.1331304566
1851	0.1330792513
1852	0.1330192567
1853	0.1329792922
1854	0.1329269411
1855	0.1328859487
1856	0.1328177102
1857	0.1327484782
1858	0.1327129812
1859	0.1326468916
1860	0.1325907119
1861	0.1325253113
1862	0.1324859531
1863	0.1324451939
1864	0.132347334
1865	0.1323044613
1866	0.1322355885
1867	0.1321732031
1868	0.132120439
1869	0.132077764
1870	0.1320402348
1871	0.1319847506
1872	0.1319289766
1873	0.131845961
1874	0.1317942735
1875	0.1317645138
1876	0.1317309274
1877	0.1316989211
1878	0.1316339562
1879	0.131579282
1880	0.131511801
1881	0.1314528833
1882	0.1313756036
1883	0.131287045
1884	0.1312365361
1885	0.1311794453
1886	0.1311308708
1887	0.1310853703
1888	0.1310438907
1889	0.130976422
1890	0.1309110214
1891	0.1308772781
1892	0.1308212425
1893	0.1307704968
1894	0.1307301913
1895	0.1306736446
1896	0.1306056383
1897	0.1305763344
1898	0.1305403347
1899	0.1305053068
1900	0.1304558472
1901	0.1303843104
1902	0.1303357517
1903	0.1302748356
1904	0.1302033
1905	0.1301545412
1906	0.1300917158
1907	0.1300536961
1908	0.1299861793
1909	0.1299332207
1910	0.1298748294
1911	0.1298194071
1912	0.1297835928
1913	0.1297098484
1914	0.1296571795
1915	0.1296250471
1916	0.1295731455
1917	0.1295318991
1918	0.1294874386
1919	0.12942446
1920	0.1293984542
1921	0.1293497135
1922	0.1293116847
1923	0.1292558829
1924	0.1291681919
1925	0.1291332513
1926	0.1290850903
1927	0.1290533756
1928	0.128998316
1929	0.1289548017
1930	0.1288837484
1931	0.1288361979
1932	0.1287879683
1933	0.1287556504
1934	0.1286912711
1935	0.1286428801
1936	0.1285868736
1937	0.1285411419
1938	0.1284947706
1939	0.1284250645
1940	0.1283493638
1941	0.1282888206
1942	0.1282335289
1943	0.1281924193
1944	0.1281465628
1945	0.1280921805
1946	0.1280363181
1947	0.1279921121
1948	0.1279418302
1949	0.127906765
1950	0.1278556978
1951	0.1278231274
1952	0.12775494
1953	0.1277225557
1954	0.1276832771
1955	0.1276411397
1956	0.1276031585
1957	0.1275255315
1958	0.1274604499
1959	0.1274266767
1960	0.1273772749
1961	0.1272960219
1962	0.1272337379
1963	0.1272001026
1964	0.1271498836
1965	0.1270843777
1966	0.127036208
1967	0.1269774502
1968	0.12694151
1969	0.1269043801
1970	0.1268516129
1971	0.1268070014
1972	0.1267704949
1973	0.1267387036
1974	0.1266767768
1975	0.1266075602
1976	0.1265403844
1977	0.1264751974
1978	0.1264453581
1979	0.1264083553
1980	0.1263673015
1981	0.1262976667
1982	0.1262489936
1983	0.1262138617
1984	0.1261597226
1985	0.1261119646
1986	0.1260567398
1987	0.1260196974
1988	0.1259481903
1989	0.125924643
1990	0.125877178
1991	0.1258129909
1992	0.1257416642
1993	0.1256818054
1994	0.1256513586
1995	0.1255768976
1996	0.1255344577
1997	0.1254650735
1998	0.1254242297
1999	0.1253437859
